condition_name,canonical_term,score,study_count,status
hyper-ldl-cholesterolemia,Hypercholesterolemia,84.44444,1,pending
episodic ataxia type 5,"Episodic Ataxia, Type 5",84.44444,1,pending
ectopic tooth eruption,"Tooth Eruption, Ectopic",84.44444,1,pending
adrenal gland neoplasm,Adrenal Gland Neoplasms,84.44444,1,pending
acute hereditary angio edema,"Angioedemas, Hereditary",84.44444,1,pending
fallopian tube disease,Fallopian Tube Diseases,84.44444,1,pending
epilepsy lobe temporal,"Epilepsy, Temporal Lobe",84.44444,1,pending
solitary fibrous tumor,Solitary Fibrous Tumors,84.44444,1,pending
medulary sponge kidney,Medullary Sponge Kidney,84.44444,1,pending
encephalitis infection,Infectious Encephalitis,84.44444,1,pending
familial breast cancer,"Breast Cancer, Familial",84.44444,1,pending
circadian rhythm sleep disorder,"Sleep Disorders, Circadian Rhythm",84.375,1,pending
heterozygous familial hypercholesterolaemia,Homozygous Familial Hypercholesterolemia,84.33735,1,pending
supravalvar aortic stenosis,"Aortic Stenosis, Supravalvular",84.210526,1,pending
"post-operative pain, acute","Pain, Postoperative",84.210526,1,pending
"diabetes mellitus, insulin-dependent","Diabetes Mellitus, Insulin-Dependent, 10",84.210526,1,pending
chronic hepatitisb,Hepatitis,84.210526,1,pending
tocophobia,Zoophobia,84.210526,1,pending
recurrent aphtous stomatitis,"Stomatitis, Aphthous",84.210526,1,pending
huntington's disease (hd),Huntington Disease,84.210526,1,pending
diphteria,Diphtheria,84.210526,1,pending
perception,Deception,84.210526,1,pending
extracranial atherosclerosis,Intracranial Arteriosclerosis,84.210526,1,pending
ureter obstruction,Ureteral Obstruction,84.210526,1,pending
tenolysis,Osteolysis,84.210526,1,pending
vitamin deficiency,Vitamin K Deficiency,84.210526,1,pending
"manifestation, skin",Skin Manifestations,84.210526,1,pending
cerebral amyloid aβ angiopathy,Cerebral Amyloid Angiopathy,84.210526,1,pending
nomophobia,Zoophobia,84.210526,1,pending
microsatellite instability-high,Microsatellite Instability,84.210526,1,pending
opiophobia,Zoophobia,84.210526,1,pending
carcinomas (including squamous cell and adenocarcinoma),Carcinoma,84.210526,1,pending
obstruction ureter,Ureteral Obstruction,84.210526,1,pending
mycobacterium tuberculosis infection,"Mycobacterium Infections, Nontuberculous",84.210526,1,pending
"macular degeneration, age-related","Macular Degeneration, Age-Related, 2",84.05797,1,pending
neuronal ceroid lipofuscinosis cln10,"Ceroid lipofuscinosis, neuronal 5",84.05797,1,pending
taa thoracoabdominal aortic aneurysm,"Aortic Aneurysm, Thoracoabdominal",84.05797,1,pending
"pulmonary hypertension, primary, 4","Hypertension, Pulmonary",84.0,1,pending
stage iii lung small cell carcinoma ajcc v7,Small Cell Lung Carcinoma,84.0,1,pending
"pulmonary hypertension, primary, 3","Hypertension, Pulmonary",84.0,1,pending
urinary bladder noeplasms,Urinary Bladder Neoplasms,84.0,1,pending
stage iv lung small cell carcinoma ajcc v7,Small Cell Lung Carcinoma,84.0,1,pending
cdkl5 deficiency disorder (cdd),CDKL5 deficiency disorder,84.0,1,pending
mps - mucopolysaccharidosis,Mucopolysaccharidosis I,84.0,1,pending
"diabetes melletus, type 1","Diabetes Mellitus, Type 1",84.0,1,pending
central auditory disease,"Auditory Diseases, Central",84.0,1,pending
"pulmonary hypertension, primary, 2","Hypertension, Pulmonary",84.0,1,pending
obstructive lung disease,"Lung Diseases, Obstructive",84.0,1,pending
premature atrial complex,Atrial Premature Complexes,84.0,1,pending
refractory lung small cell carcinoma,Small Cell Lung Carcinoma,84.0,1,pending
extra-pancreatic neuroendocrine tumor (epnet),Gastro-enteropancreatic neuroendocrine tumor,83.950615,1,pending
spinal neoplasm,Spinal Neoplasms,83.870964,1,pending
recurrent b-cell prolymphocytic leukemia,"Leukemia, Prolymphocytic, B-Cell",83.870964,1,pending
"severe aplastic anemia, refractory","Anemia, Aplastic",83.870964,1,pending
juvenile recurrent respiratory papillomatosis,Recurrent respiratory papillomatosis,83.870964,1,pending
aldosteronism,Hyperaldosteronism,83.870964,1,pending
lymphoepithelioma,Myoepithelioma,83.870964,1,pending
delayed puberty,"Puberty, Delayed",83.870964,1,pending
"nephritis, lupus",Lupus Nephritis,83.870964,1,pending
recurrent myeloid sarcoma,"Sarcoma, Myeloid",83.870964,1,pending
"resorption, root",Root Resorption,83.870964,1,pending
lipid pneumonia,"Pneumonia, Lipid",83.870964,1,pending
gouty arthritis (ga),"Arthritis, Gouty",83.870964,1,pending
pulmonary oedema,Pulmonary Edema,83.870964,1,pending
uterine disease,Uterine Diseases,83.870964,1,pending
aortic aneurysms,Aortic Aneurysm,83.870964,1,pending
primary inguinal hernia,"Hernia, Inguinal",83.870964,1,pending
"fistula, urinary",Urinary Fistula,83.870964,1,pending
"calculi, urinary",Urinary Calculi,83.870964,1,pending
pediatric inguinal hernia,"Hernia, Inguinal",83.870964,1,pending
vulvar neoplasm,Vulvar Neoplasms,83.870964,1,pending
premature births,Premature Birth,83.870964,1,pending
placental previa,Placenta Previa,83.870964,1,pending
multiple myloma,Multiple Myeloma,83.870964,1,pending
refractory b-cell prolymphocytic leukemia,"Leukemia, Prolymphocytic, B-Cell",83.870964,1,pending
chronic thyroid disease,Thyroid Diseases,83.870964,1,pending
sézary syndrome,Sezary Syndrome,83.870964,1,pending
boulimia nervosa,Bulimia Nervosa,83.870964,1,pending
respiratory distress syndrome rds,Respiratory Distress Syndrome,83.870964,1,pending
neurodevelopmental motor disorders,Neurodevelopmental Disorders,83.870964,1,pending
chronic post-traumatic stress disorder,"Stress Disorders, Post-Traumatic",83.870964,1,pending
"pocket, gingival",Gingival Pocket,83.870964,1,pending
refractory t-cell prolymphocytic leukemia,"Leukemia, Prolymphocytic, T-Cell",83.870964,1,pending
"fistula, gastric",Gastric Fistula,83.870964,1,pending
hernia inguinal,"Hernia, Inguinal",83.870964,1,pending
lactic acidosis,"Acidosis, Lactic",83.870964,1,pending
vision disorder,Vision Disorders,83.870964,1,pending
"fistula, vaginal",Vaginal Fistula,83.870964,1,pending
moderate aplastic anemia,"Anemia, Aplastic",83.870964,1,pending
colles fracture,Colles' Fracture,83.870964,1,pending
refractory severe aplastic anemia,"Anemia, Aplastic",83.870964,1,pending
"neoplasms, brain",Brain Neoplasms,83.870964,1,pending
growth disorder,Growth Disorders,83.870964,1,pending
cowden's disease,Bowen's Disease,83.870964,1,pending
refractory aplastic anemia,"Anemia, Aplastic",83.870964,1,pending
aplastic anemia (aa),"Anemia, Aplastic",83.870964,1,pending
fibula fracture,Fibula Fractures,83.870964,1,pending
infant behaviour,Infant Behavior,83.870964,1,pending
childhood kidney neoplasm,Kidney Neoplasms,83.870964,1,pending
recurrent severe aplastic anemia,"Anemia, Aplastic",83.870964,1,pending
hereditary motor sensory neuropathy,Hereditary Sensory and Motor Neuropathy,83.78378,1,pending
attention deficit hyperactivity disorders,Attention Deficit Disorder with Hyperactivity,83.72093,1,pending
diverticulitis colon,"Diverticulitis, Colonic",83.72093,1,pending
retina vein occlusion,Retinal Vein Occlusion,83.72093,1,pending
stage iii merkel cell carcinoma ajcc v7,"Carcinoma, Merkel Cell",83.72093,1,pending
stage iv merkel cell carcinoma ajcc v7,"Carcinoma, Merkel Cell",83.72093,1,pending
"merkel cell carcinoma, stage iv","Carcinoma, Merkel Cell",83.72093,1,pending
speech sound disorders,Speech Sound Disorder,83.72093,1,pending
recurrent merkel cell carcinoma,"Carcinoma, Merkel Cell",83.72093,1,pending
recurrent neurofibromatosis type 1,Neurofibromatosis 1,83.72093,1,pending
attention deficit/ hyperactivity disorder,Attention Deficit Disorder with Hyperactivity,83.72093,1,pending
stage iii merkel cell carcinoma ajcc v8,"Carcinoma, Merkel Cell",83.72093,1,pending
laryngeal papilloma,Laryngeal papillomatosis,83.72093,1,pending
adrenal gland disease,Adrenal Gland Diseases,83.72093,1,pending
refractory neurofibromatosis type 1,Neurofibromatosis 1,83.72093,1,pending
cough hypersensitivity,Drug Hypersensitivity,83.72093,1,pending
"headache, tension-type",Tension-Type Headache,83.72093,1,pending
hematological neoplasm,Hematologic Neoplasms,83.72093,1,pending
facioscapulohumeral muscular dystrophy type 2,Facioscapulohumeral Muscular Dystrophy 1B,83.72093,1,pending
trauma nervous system,"Trauma, Nervous System",83.72093,1,pending
frontal lobe epilepsy,"Epilepsy, Frontal Lobe",83.72093,1,pending
"lymphoma, non-hodgkins","Lymphoma, Non-Hodgkin",83.72093,1,pending
"epilepsy, traumatic","Epilepsy, Post-Traumatic",83.72093,1,pending
graft vs. host disease,Graft vs Host Disease,83.72093,1,pending
sexual transmitted disease,Sexually Transmitted Diseases,83.63636,1,pending
spinocerebellar ataxia type 31,Spinocerebellar Ataxia 31,83.63636,1,pending
postdural puncture headache (pdph),Post-Dural Puncture Headache,83.63636,1,pending
limbal stem cells deficiency,Limbal Stem Cell Deficiency,83.63636,1,pending
"cardiomyopathy, familial",familial dilated cardiomyopathy,83.63636,1,pending
spinocerebellar ataxia type 11,Spinocerebellar Ataxia 11,83.63636,1,pending
spinocerebellar ataxia type 12,Spinocerebellar Ataxia 12,83.63636,1,pending
thrombotic micro-angiopathy,Thrombotic Microangiopathies,83.63636,1,pending
gastrointestinal stromal cell tumors,Gastrointestinal Stromal Tumors,83.58209,1,pending
multiple sclerosis - relapsing remitting,"Multiple Sclerosis, Relapsing-Remitting",83.544304,1,pending
alpha-methylacyl-coa racmase deficiency,Alpha-Methylacyl-CoA Racemase Deficiency,83.544304,1,pending
"hypercholesterolemia, autosomal dominant, type b","Hypercholesterolemia, Autosomal Dominant, 3",83.51649,1,pending
mixed myelodysplastic/myeloproliferative disease,Myelodysplastic-Myeloproliferative Diseases,83.51649,1,pending
germ cell ovarian cancer,Ovarian Germ Cell Cancer,83.333336,1,pending
ataxias espinocerebelares,Spinocerebellar Ataxias,83.333336,1,pending
macrocephaly,Microcephaly,83.333336,1,pending
α-thalassemia,Thalassemia,83.333336,1,pending
urological diseases,Urologic Diseases,83.333336,1,pending
retrognathism,Prognathism,83.333336,1,pending
systemic lupus erythematosus of childhood (disorder),"Lupus Erythematosus, Systemic",83.333336,1,pending
acute asthma,Asthma,83.333336,1,pending
hip ostearthritis,"Osteoarthritis, Hip",83.333336,1,pending
relapsed/refractory sjögren's syndrome,Sjogren's Syndrome,83.333336,1,pending
recurrent or refractory systemic lupus erythematosus,"Lupus Erythematosus, Systemic",83.333336,1,pending
ununited fracture,"Fractures, Ununited",83.333336,1,pending
chronic anemia,Anemia,83.333336,1,pending
asthma (part 1),Asthma,83.333336,1,pending
neonatal hearing loss,Hearing Loss,83.333336,1,pending
diabtes mellitus type 1,"Diabetes Mellitus, Type 1",83.333336,1,pending
neonatal stroke,Stroke,83.333336,1,pending
ovulation ind,Anovulation,83.333336,1,pending
acute upper gastrointestinal hemorrhage,Gastrointestinal Hemorrhage,83.333336,1,pending
mild-to-moderate essential hypertension,Essential Hypertension,83.333336,1,pending
"neurinoma, acoustic","Neuroma, Acoustic",83.333336,1,pending
anemia acute,Anemia,83.333336,1,pending
otitis media chronic,Otitis Media,83.333336,1,pending
smoking e-cigarette,Cigarette Smoking,83.333336,1,pending
"thyroid carcinoma, papillary",Papillary Thyroid Microcarcinoma,83.333336,1,pending
coronary stenoses,Coronary Restenosis,83.333336,1,pending
stage i hypopharyngeal carcinoma ajcc v7,Nasopharyngeal Carcinoma,83.333336,1,pending
jervell and lange-nielsen syndrome 1,Jervell And Lange-Nielsen Syndrome 2,83.333336,1,pending
upper gastrointestinal hemorrhage,Gastrointestinal Hemorrhage,83.333336,1,pending
diabetic cardiomyopathy,Diabetic Cardiomyopathies,83.333336,1,pending
advanced glioma,Glioma,83.333336,1,pending
mielodysplasic syndrome,Myelodysplastic Syndromes,83.333336,1,pending
atoptic dermatitis,"Dermatitis, Atopic",83.333336,1,pending
castleman's disease (cd),Castleman Disease,83.333336,1,pending
recurrent glioma (glioblastoma multiforme),Glioma,83.333336,1,pending
type 2 diabetes melitus,"Diabetes Mellitus, Type 2",83.333336,1,pending
"stroke, chronic",Stroke,83.333336,1,pending
levator ani syndrome,Levator syndrome,83.333336,1,pending
fracture multiple,"Fractures, Multiple",83.333336,1,pending
myopia (disorder),Myopia,83.333336,1,pending
fournier's gangrene,Fournier Gangrene,83.333336,1,pending
friedreich's ataxia (fa),Friedreich Ataxia,83.333336,1,pending
frontotemporal degeneration (semantic & behavioral variants),Frontotemporal Lobar Degeneration,83.333336,1,pending
moderate hemophilia a,Hemophilia B,83.333336,1,pending
pediatric myopia,Myopia,83.333336,1,pending
primary hyperoxaluria type 2 (ph2),Primary hyperoxaluria type 2,83.333336,1,pending
maxilla fractures,Maxillary Fractures,83.333336,1,pending
systemic lupus erythematosus of childhood,"Lupus Erythematosus, Systemic",83.333336,1,pending
alzheimer´s disease,Alzheimer Disease,83.333336,1,pending
"hemophilia b, severe",Hemophilia B,83.333336,1,pending
type 2 diabets mellitus,"Diabetes Mellitus, Type 2",83.333336,1,pending
"neoplasm, duodenal",Duodenal Neoplasms,83.333336,1,pending
frontotemporal degeneration(ftd),Frontotemporal Lobar Degeneration,83.333336,1,pending
adenocarcinoma of the lung,Adenocarcinoma of Lung,83.333336,1,pending
otitis media recurrent,Otitis Media,83.333336,1,pending
dilated cardiomyopathy-1a,"Cardiomyopathy, Dilated",83.333336,1,pending
chronic otitis media,Otitis Media,83.333336,1,pending
patient ventilator dyssynchrony,Patient-Ventilator Asynchrony,83.333336,1,pending
stage iii hypopharyngeal carcinoma ajcc v7,Nasopharyngeal Carcinoma,83.333336,1,pending
ductal breast carcinoma,"Carcinoma, Ductal, Breast",83.333336,1,pending
denutrition,Overnutrition,83.333336,1,pending
alcoholic liver disease (ald),"Liver Diseases, Alcoholic",83.333336,1,pending
parkinson's disease (disorder),Parkinson Disease,83.333336,1,pending
anemia neonatal,Anemia,83.333336,1,pending
oncofertility,Infertility,83.333336,1,pending
neurologic diseases,Urologic Diseases,83.333336,1,pending
limb-girdle muscular dystrophy type 2,"Muscular Dystrophy, Limb-Girdle, Type 2G",83.11688,1,pending
degenerative intervertebral discs,Intervertebral Disc Degeneration,83.07692,1,pending
lung metastatic nasopharyngeal carcinoma,Nasopharyngeal Carcinoma,83.01887,1,pending
legg-calvâe-perthes disease,Legg-Calve-Perthes Disease,83.01887,1,pending
advanced alveolar soft part sarcoma,"Sarcoma, Alveolar Soft Part",83.01887,1,pending
recurrent alveolar soft part sarcoma,"Sarcoma, Alveolar Soft Part",83.01887,1,pending
pulmonary sequestration,Bronchopulmonary Sequestration,83.01887,1,pending
limbal keratoconjunctivitis,Keratoconjunctivitis Sicca,83.01887,1,pending
testicular germ cell tumors,Testicular Germ Cell Tumor,83.01887,1,pending
type 1 hyperlipoprotenemia,Hyperlipoproteinemia Type I,83.01887,1,pending
"non-hodgkin lymphoma, relapsed","Lymphoma, Non-Hodgkin",82.92683,1,pending
spinal cord neoplasm,Spinal Cord Neoplasms,82.92683,1,pending
"non-hodgkin lymphoma (follicular, diffuse b-cel lymphoma, ptld and mantle cel lymphoma)","Lymphoma, Non-Hodgkin",82.92683,1,pending
refractory childhood non-hodgkin lymphoma,"Lymphoma, Non-Hodgkin",82.92683,1,pending
adenocarcinoma lung,Adenocarcinoma of Lung,82.92683,1,pending
advanced basal cell carcinoma (bcc),"Carcinoma, Basal Cell",82.92683,1,pending
"injuries, spinal cord",Spinal Cord Injuries,82.92683,1,pending
giant cell carcinoma,"Carcinoma, Giant Cell",82.92683,1,pending
lung adenocarcinoma stage i,Adenocarcinoma of Lung,82.92683,1,pending
